State,Chamber,Name,URL,Party,Born,Tenure (years),Article length (characters),"Most common sentiment, BERT","Sentiment with highest weighted vote, BERT","Sentiment with highest weighted probability, BERT","Weighted probability of negative sentiment, BERT","Weighted probability of neutral sentiment, BERT","Weighted probability of positive sentiment, BERT","Number of paragraphs with negative sentiment, BERT","Number of paragraphs with neutral sentiment, BERT","Number of paragraphs with positive sentiment, BERT","Percent of paragraphs with negative sentiment, BERT","Percent of paragraphs with neutral sentiment, BERT","Percent of paragraphs with positive sentiment, BERT","Most common sentiment, RoBERTa","Sentiment with highest weighted vote, RoBERTa","Sentiment with highest weighted probability, RoBERTa","Weighted probability of negative sentiment, RoBERTa","Weighted probability of neutral sentiment, RoBERTa","Weighted probability of positive sentiment, RoBERTa","Number of paragraphs with negative sentiment, RoBERTa","Number of paragraphs with neutral sentiment, RoBERTa","Number of paragraphs with positive sentiment, RoBERTa","Percent of paragraphs with negative sentiment, RoBERTa","Percent of paragraphs with neutral sentiment, RoBERTa","Percent of paragraphs with positive sentiment, RoBERTa","Most common sentiment, RoBERTuito","Sentiment with highest weighted vote, RoBERTuito","Sentiment with highest weighted probability, RoBERTuito","Weighted probability of negative sentiment, RoBERTuito","Weighted probability of neutral sentiment, RoBERTuito","Weighted probability of positive sentiment, RoBERTuito","Number of paragraphs with negative sentiment, RoBERTuito","Number of paragraphs with neutral sentiment, RoBERTuito","Number of paragraphs with positive sentiment, RoBERTuito","Percent of paragraphs with negative sentiment, RoBERTuito","Percent of paragraphs with neutral sentiment, RoBERTuito","Percent of paragraphs with positive sentiment, RoBERTuito"
Louisiana,House,Troy Carter,https://en.wikipedia.org/wiki/Troy_Carter_(politician),Democratic,"October 26, 1963 (age 61)",4,4751,Neutral,Neutral,Neutral,0.140808706,0.737286041,0.121905252,1,20,0,4.761904762,95.23809524,0,Neutral,Neutral,Neutral,0.035885208,0.860596,0.103518805,0,21,0,0,100,0,Neutral,Neutral,Neutral,0.012041485,0.877931384,0.110027124,0,21,0,0,100,0
Louisiana,House,Clay Higgins,https://en.wikipedia.org/wiki/Clay_Higgins,Republican,"August 24, 1961 (age 64)",9,18979,Neutral,Neutral,Neutral,0.366168397,0.501434491,0.132397125,14,42,2,24.13793103,72.4137931,3.448275862,Neutral,Neutral,Neutral,0.30672642,0.637644346,0.05562923,15,41,2,25.86206897,70.68965517,3.448275862,Neutral,Neutral,Neutral,0.314506993,0.634486424,0.051006579,14,43,1,24.13793103,74.13793103,1.724137931
Louisiana,House,Mike Johnson,https://en.wikipedia.org/wiki/Mike_Johnson,Republican,"January 30, 1972 (age 53)",9,40269,Neutral,Neutral,Neutral,0.317750716,0.478018822,0.204230455,24,83,13,20,69.16666667,10.83333333,Neutral,Neutral,Neutral,0.218992724,0.66719121,0.113816059,22,94,4,18.33333333,78.33333333,3.333333333,Neutral,Neutral,Neutral,0.143572208,0.700478507,0.155949291,13,92,15,10.83333333,76.66666667,12.5
Louisiana,House,Julia Letlow,https://en.wikipedia.org/wiki/Julia_Letlow,Republican,"March 16, 1981 (age 44)",4,4639,Neutral,Neutral,Neutral,0.171768646,0.584322276,0.243909076,1,15,1,5.882352941,88.23529412,5.882352941,Neutral,Neutral,Neutral,0.084184833,0.735436177,0.180378988,1,14,2,5.882352941,82.35294118,11.76470588,Neutral,Neutral,Neutral,0.052785273,0.74595449,0.201260242,1,14,2,5.882352941,82.35294118,11.76470588
Louisiana,House,Cleo Fields,https://en.wikipedia.org/wiki/Cleo_Fields,Democratic,"November 22, 1962 (age 62)",1,10966,Neutral,Neutral,Neutral,0.319860906,0.54656606,0.13357303,3,21,1,12,84,4,Neutral,Neutral,Neutral,0.104735454,0.775989297,0.119275245,0,25,0,0,100,0,Neutral,Neutral,Neutral,0.054661654,0.79360542,0.15173295,0,24,1,0,96,4
Maine,House,Chellie Pingree,https://en.wikipedia.org/wiki/Chellie_Pingree,Democratic,"April 2, 1955 (age 70)",17,10681,Neutral,Neutral,Neutral,0.196215479,0.660206862,0.143577658,2,42,1,4.444444444,93.33333333,2.222222222,Neutral,Neutral,Neutral,0.075828223,0.765395874,0.1587759,3,39,3,6.666666667,86.66666667,6.666666667,Neutral,Neutral,Neutral,0.030663521,0.777706159,0.191630329,0,41,4,0,91.11111111,8.888888889
Maine,House,Jared Golden,https://en.wikipedia.org/wiki/Jared_Golden,Democratic,"July 25, 1982 (age 43)",7,15038,Neutral,Neutral,Neutral,0.294052586,0.544529218,0.161418196,6,44,1,11.76470588,86.2745098,1.960784314,Neutral,Neutral,Neutral,0.178111741,0.67365771,0.148230546,4,45,2,7.843137255,88.23529412,3.921568627,Neutral,Neutral,Neutral,0.134507113,0.729718472,0.135774427,4,44,3,7.843137255,86.2745098,5.882352941
Maryland,House,Andy Harris,https://en.wikipedia.org/wiki/Andy_Harris_(politician),Republican,"January 25, 1957 (age 68)",15,45974,Neutral,Neutral,Neutral,0.354792175,0.474606161,0.17060166,30,91,9,23.07692308,70,6.923076923,Neutral,Neutral,Neutral,0.292446797,0.624460427,0.083092772,38,88,4,29.23076923,67.69230769,3.076923077,Neutral,Neutral,Neutral,0.179864672,0.705126075,0.115009257,17,103,10,13.07692308,79.23076923,7.692307692
Maryland,House,Johnny Olszewski,https://en.wikipedia.org/wiki/Johnny_Olszewski,Democratic,"September 10, 1982 (age 43)",1,43136,Neutral,Neutral,Neutral,0.294135203,0.521437217,0.184427572,13,60,6,16.4556962,75.94936709,7.594936709,Neutral,Neutral,Neutral,0.096720399,0.776799764,0.126479823,3,71,5,3.797468354,89.87341772,6.329113924,Neutral,Neutral,Neutral,0.050737458,0.782860075,0.166402471,2,67,10,2.53164557,84.81012658,12.65822785
Maryland,House,Sarah Elfreth,https://en.wikipedia.org/wiki/Sarah_Elfreth,Democratic,"September 9, 1988 (age 37)",1,21194,Neutral,Neutral,Neutral,0.251208013,0.546981541,0.201810453,9,40,4,16.98113208,75.47169811,7.547169811,Neutral,Neutral,Neutral,0.138770765,0.715469104,0.145760128,6,45,2,11.32075472,84.90566038,3.773584906,Neutral,Neutral,Neutral,0.122373076,0.697025645,0.18060127,5,44,4,9.433962264,83.01886792,7.547169811
Maryland,House,Glenn Ivey,https://en.wikipedia.org/wiki/Glenn_Ivey,Democratic,"February 27, 1961 (age 64)",3,16678,Neutral,Neutral,Neutral,0.215878696,0.612431056,0.171690264,4,48,5,7.01754386,84.21052632,8.771929825,Neutral,Neutral,Neutral,0.100902299,0.774756516,0.124341182,5,49,3,8.771929825,85.96491228,5.263157895,Neutral,Neutral,Neutral,0.063718053,0.766546926,0.169735023,3,49,5,5.263157895,85.96491228,8.771929825
Maryland,House,Steny Hoyer,https://en.wikipedia.org/wiki/Steny_Hoyer,Democratic,"June 14, 1939 (age 86)",44,14568,Neutral,Neutral,Neutral,0.30255199,0.543366061,0.154081947,6,28,4,15.78947368,73.68421053,10.52631579,Neutral,Neutral,Neutral,0.132443447,0.738269544,0.129287009,2,32,4,5.263157895,84.21052632,10.52631579,Neutral,Neutral,Neutral,0.084127451,0.769595552,0.146276998,1,32,5,2.631578947,84.21052632,13.15789474
Maryland,House,April McClain Delaney,https://en.wikipedia.org/wiki/April_McClain_Delaney,Democratic,"May 28, 1964 (age 61)",1,14625,Neutral,Neutral,Neutral,0.288085065,0.503486907,0.208428037,6,26,6,15.78947368,68.42105263,15.78947368,Neutral,Neutral,Neutral,0.091906392,0.758079851,0.150013754,2,33,3,5.263157895,86.84210526,7.894736842,Neutral,Neutral,Neutral,0.060731437,0.739913696,0.199354863,0,30,8,0,78.94736842,21.05263158
Maryland,House,Kweisi Mfume,https://en.wikipedia.org/wiki/Kweisi_Mfume,Democratic,"October 24, 1948 (age 76)",5,6436,Neutral,Neutral,Neutral,0.22216773,0.625353518,0.152478744,4,26,1,12.90322581,83.87096774,3.225806452,Neutral,Neutral,Neutral,0.087182344,0.758614999,0.154202651,1,29,1,3.225806452,93.5483871,3.225806452,Neutral,Neutral,Neutral,0.058832426,0.712712269,0.228455319,1,25,5,3.225806452,80.64516129,16.12903226
Maryland,House,Jamie Raskin,https://en.wikipedia.org/wiki/Jamie_Raskin,Democratic,"December 13, 1962 (age 62)",9,16501,Neutral,Neutral,Neutral,0.27185427,0.566073149,0.162072593,6,42,1,12.24489796,85.71428571,2.040816327,Neutral,Neutral,Neutral,0.087947878,0.804857129,0.107194991,2,46,1,4.081632653,93.87755102,2.040816327,Neutral,Neutral,Neutral,0.095209645,0.803912081,0.100878273,3,42,4,6.12244898,85.71428571,8.163265306
Massachusetts,House,Richard Neal,https://en.wikipedia.org/wiki/Richard_Neal,Democratic,"February 14, 1949 (age 76)",37,17209,Neutral,Neutral,Neutral,0.269984181,0.519015208,0.211000603,7,30,4,17.07317073,73.17073171,9.756097561,Neutral,Neutral,Neutral,0.080754088,0.73874704,0.180498875,2,37,2,4.87804878,90.24390244,4.87804878,Neutral,Neutral,Neutral,0.074956149,0.700633593,0.224410251,2,31,8,4.87804878,75.6097561,19.51219512
Massachusetts,House,Jim McGovern,https://en.wikipedia.org/wiki/Jim_McGovern_(American_politician),Democratic,"November 20, 1959 (age 65)",29,23206,Neutral,Neutral,Neutral,0.296877096,0.498111151,0.205011752,16,46,5,23.88059701,68.65671642,7.462686567,Neutral,Neutral,Neutral,0.157081232,0.683591952,0.159326813,11,50,6,16.41791045,74.62686567,8.955223881,Neutral,Neutral,Neutral,0.119684661,0.664512843,0.215802505,7,48,12,10.44776119,71.64179104,17.91044776
Massachusetts,House,Lori Trahan,https://en.wikipedia.org/wiki/Lori_Trahan,Democratic,"October 27, 1973 (age 51)",7,6130,Neutral,Neutral,Neutral,0.237605075,0.636161441,0.126233484,2,24,0,7.692307692,92.30769231,0,Neutral,Neutral,Neutral,0.12098284,0.772251343,0.106765808,1,25,0,3.846153846,96.15384615,0,Neutral,Neutral,Neutral,0.086477042,0.790301441,0.123221529,1,23,2,3.846153846,88.46153846,7.692307692
Massachusetts,House,Jake Auchincloss,https://en.wikipedia.org/wiki/Jake_Auchincloss,Democratic,"January 29, 1988 (age 37)",5,19331,Neutral,Neutral,Neutral,0.342469594,0.477516428,0.180013979,8,28,5,19.51219512,68.29268293,12.19512195,Neutral,Neutral,Neutral,0.216725782,0.644223802,0.139050424,4,32,5,9.756097561,78.04878049,12.19512195,Neutral,Neutral,Neutral,0.16160928,0.701803579,0.136587145,1,35,5,2.43902439,85.36585366,12.19512195
Massachusetts,House,Katherine Clark,https://en.wikipedia.org/wiki/Katherine_Clark,Democratic,"July 17, 1963 (age 62)",12,10040,Neutral,Neutral,Neutral,0.191053287,0.613711401,0.195235315,3,33,3,7.692307692,84.61538462,7.692307692,Neutral,Neutral,Neutral,0.055815682,0.777315559,0.166868766,1,37,1,2.564102564,94.87179487,2.564102564,Neutral,Neutral,Neutral,0.067795385,0.767851268,0.164353354,2,31,6,5.128205128,79.48717949,15.38461538
Massachusetts,House,Seth Moulton,https://en.wikipedia.org/wiki/Seth_Moulton,Democratic,"October 24, 1978 (age 46)",11,24919,Neutral,Neutral,Neutral,0.310796307,0.503876946,0.185326749,12,50,4,18.18181818,75.75757576,6.060606061,Neutral,Neutral,Neutral,0.175965261,0.689615467,0.134419256,3,59,4,4.545454545,89.39393939,6.060606061,Neutral,Neutral,Neutral,0.169845995,0.666949683,0.163204321,5,52,9,7.575757576,78.78787879,13.63636364
Massachusetts,House,Ayanna Pressley,https://en.wikipedia.org/wiki/Ayanna_Pressley,Democratic,"February 3, 1974 (age 51)",7,25347,Neutral,Neutral,Neutral,0.246198935,0.525870846,0.227930223,13,65,13,14.28571429,71.42857143,14.28571429,Neutral,Neutral,Neutral,0.110842691,0.72448455,0.164672758,8,76,7,8.791208791,83.51648352,7.692307692,Neutral,Neutral,Neutral,0.101311373,0.671827851,0.226860776,8,68,15,8.791208791,74.72527473,16.48351648
Massachusetts,House,Stephen F. Lynch,https://en.wikipedia.org/wiki/Stephen_F._Lynch,Democratic,"March 31, 1955 (age 70)",24,18247,Neutral,Neutral,Neutral,0.347889629,0.522455451,0.129654923,11,30,1,26.19047619,71.42857143,2.380952381,Neutral,Neutral,Neutral,0.179804339,0.746197864,0.073997795,5,37,0,11.9047619,88.0952381,0,Neutral,Neutral,Neutral,0.143772718,0.743184933,0.113042365,6,34,2,14.28571429,80.95238095,4.761904762
Massachusetts,House,Bill Keating,https://en.wikipedia.org/wiki/Bill_Keating_(politician),Democratic,"September 6, 1952 (age 73)",15,16423,Neutral,Neutral,Neutral,0.273632864,0.560782895,0.165584241,4,35,2,9.756097561,85.36585366,4.87804878,Neutral,Neutral,Neutral,0.068314475,0.809196165,0.122489367,2,38,1,4.87804878,92.68292683,2.43902439,Neutral,Neutral,Neutral,0.040149791,0.771572333,0.188277878,0,38,3,0,92.68292683,7.317073171
Michigan,House,Jack Bergman,https://en.wikipedia.org/wiki/Jack_Bergman,Republican,"February 2, 1947 (age 78)",9,9867,Neutral,Neutral,Neutral,0.206786264,0.64704923,0.146164489,5,33,1,12.82051282,84.61538462,2.564102564,Neutral,Neutral,Neutral,0.126826276,0.758436853,0.114736864,5,34,0,12.82051282,87.17948718,0,Neutral,Neutral,Neutral,0.122996168,0.761906671,0.11509716,5,32,2,12.82051282,82.05128205,5.128205128
Michigan,House,John Moolenaar,https://en.wikipedia.org/wiki/John_Moolenaar,Republican,"May 8, 1961 (age 64)",11,4367,Neutral,Neutral,Neutral,0.213484912,0.682220016,0.104295049,0,15,0,0,100,0,Neutral,Neutral,Neutral,0.035587095,0.869492997,0.094919882,1,14,0,6.666666667,93.33333333,0,Neutral,Neutral,Neutral,0.021486254,0.883631688,0.094882063,1,14,0,6.666666667,93.33333333,0
Michigan,House,Hillary Scholten,https://en.wikipedia.org/wiki/Hillary_Scholten,Democratic,"February 22, 1982 (age 43)",3,5227,Neutral,Neutral,Neutral,0.243252324,0.643167911,0.113579775,1,15,0,6.25,93.75,0,Neutral,Neutral,Neutral,0.115235977,0.768205186,0.116558833,1,15,0,6.25,93.75,0,Neutral,Neutral,Neutral,0.110922478,0.774140449,0.114937066,1,14,1,6.25,87.5,6.25
Michigan,House,Bill Huizenga,https://en.wikipedia.org/wiki/Bill_Huizenga,Republican,"January 31, 1969 (age 56)",15,6361,Neutral,Neutral,Neutral,0.294872148,0.550035291,0.15509256,6,20,1,22.22222222,74.07407407,3.703703704,Neutral,Neutral,Neutral,0.118643224,0.78004041,0.101316348,2,25,0,7.407407407,92.59259259,0,Neutral,Neutral,Neutral,0.100985969,0.794665932,0.104348122,1,25,1,3.703703704,92.59259259,3.703703704
Michigan,House,Tim Walberg,https://en.wikipedia.org/wiki/Tim_Walberg,Republican,"April 12, 1951 (age 74)",15,9856,Neutral,Neutral,Neutral,0.372405152,0.53025246,0.097342384,11,39,0,22,78,0,Neutral,Neutral,Neutral,0.167173843,0.749485932,0.083340238,5,45,0,10,90,0,Neutral,Neutral,Neutral,0.22450646,0.720611299,0.054882248,6,43,1,12,86,2
Michigan,House,Debbie Dingell,https://en.wikipedia.org/wiki/Debbie_Dingell,Democratic,"November 23, 1953 (age 71)",11,7183,Neutral,Neutral,Neutral,0.2236156,0.633318714,0.143065704,1,28,0,3.448275862,96.55172414,0,Neutral,Neutral,Neutral,0.1061585,0.747758494,0.146082997,2,27,0,6.896551724,93.10344828,0,Neutral,Neutral,Neutral,0.085916844,0.740752084,0.173331064,0,25,4,0,86.20689655,13.79310345
Michigan,House,Tom Barrett,https://en.wikipedia.org/wiki/Tom_Barrett_(Michigan_politician),Republican,"April 30, 1981 (age 44)",1,3712,Neutral,Neutral,Neutral,0.245162783,0.665950805,0.088886404,3,14,0,17.64705882,82.35294118,0,Neutral,Neutral,Neutral,0.128075791,0.774406827,0.097517377,3,14,0,17.64705882,82.35294118,0,Neutral,Neutral,Neutral,0.08794093,0.834620475,0.077438583,1,16,0,5.882352941,94.11764706,0
Michigan,House,Kristen McDonald Rivet,https://en.wikipedia.org/wiki/Kristen_McDonald_Rivet,Democratic,"July 11, 1970 (age 55)",1,4510,Neutral,Neutral,Neutral,0.139961105,0.712697688,0.14734121,0,18,0,0,100,0,Neutral,Neutral,Neutral,0.011513797,0.804585121,0.18390108,0,18,0,0,100,0,Neutral,Neutral,Neutral,0.005156851,0.820383505,0.174459633,0,17,1,0,94.44444444,5.555555556
Michigan,House,Lisa McClain,https://en.wikipedia.org/wiki/Lisa_McClain,Republican,"April 7, 1966 (age 59)",5,4887,Neutral,Neutral,Neutral,0.215336219,0.637978445,0.146685331,1,24,0,4,96,0,Neutral,Neutral,Neutral,0.184214031,0.695628135,0.120157829,3,21,1,12,84,4,Neutral,Neutral,Neutral,0.124013928,0.71241394,0.163572135,3,18,4,12,72,16
Michigan,House,John James,https://en.wikipedia.org/wiki/John_James_(Michigan_politician),Republican,"June 8, 1981 (age 44)",3,9325,Neutral,Neutral,Neutral,0.249671406,0.610350886,0.139977702,3,29,0,9.375,90.625,0,Neutral,Neutral,Neutral,0.089053126,0.794869848,0.116077039,1,31,0,3.125,96.875,0,Neutral,Neutral,Neutral,0.078717916,0.815678886,0.105603167,1,28,3,3.125,87.5,9.375
Michigan,House,Haley Stevens,https://en.wikipedia.org/wiki/Haley_Stevens,Democratic,"June 24, 1983 (age 42)",7,8083,Neutral,Neutral,Neutral,0.175521829,0.536358291,0.288119887,2,21,6,6.896551724,72.4137931,20.68965517,Neutral,Neutral,Neutral,0.103729282,0.733760047,0.162510664,1,25,3,3.448275862,86.20689655,10.34482759,Neutral,Neutral,Neutral,0.129923724,0.69865291,0.171423359,2,22,5,6.896551724,75.86206897,17.24137931
Michigan,House,Rashida Tlaib,https://en.wikipedia.org/wiki/Rashida_Tlaib,Democratic,"July 24, 1976 (age 49)",7,22013,Neutral,Neutral,Neutral,0.392283376,0.466596111,0.141120521,20,40,2,32.25806452,64.51612903,3.225806452,Neutral,Neutral,Neutral,0.35781766,0.559220706,0.082961643,18,42,2,29.03225806,67.74193548,3.225806452,Neutral,Neutral,Neutral,0.263090865,0.609147371,0.127761764,12,46,4,19.35483871,74.19354839,6.451612903
Michigan,House,Shri Thanedar,https://en.wikipedia.org/wiki/Shri_Thanedar,Democratic,"February 22, 1955 (age 70)",3,12572,Neutral,Neutral,Neutral,0.353449782,0.497033964,0.149516258,9,27,2,23.68421053,71.05263158,5.263157895,Neutral,Neutral,Neutral,0.212282405,0.669727171,0.117990432,5,32,1,13.15789474,84.21052632,2.631578947,Neutral,Neutral,Neutral,0.177390476,0.664449548,0.158159969,4,30,4,10.52631579,78.94736842,10.52631579
Minnesota,House,Brad Finstad,https://en.wikipedia.org/wiki/Brad_Finstad,Republican,"May 30, 1976 (age 49)",3,4885,Neutral,Neutral,Neutral,0.157259382,0.735015504,0.107725117,0,22,0,0,100,0,Neutral,Neutral,Neutral,0.059013991,0.837302458,0.103683533,1,21,0,4.545454545,95.45454545,0,Neutral,Neutral,Neutral,0.009870687,0.900960033,0.089169286,0,22,0,0,100,0
Minnesota,House,Angie Craig,https://en.wikipedia.org/wiki/Angie_Craig,Democratic,"February 14, 1972 (age 53)",7,9317,Neutral,Neutral,Neutral,0.30302031,0.525755501,0.171224188,6,26,3,17.14285714,74.28571429,8.571428571,Neutral,Neutral,Neutral,0.145716226,0.692009436,0.162274348,3,29,3,8.571428571,82.85714286,8.571428571,Neutral,Neutral,Neutral,0.156019032,0.661449423,0.182531547,2,28,5,5.714285714,80,14.28571429
Minnesota,House,Kelly Morrison,https://en.wikipedia.org/wiki/Kelly_Morrison,Democratic,"February 2, 1969 (age 56)",1,4452,Neutral,Neutral,Neutral,0.090230277,0.605995409,0.303774317,0,19,4,0,82.60869565,17.39130435,Neutral,Neutral,Neutral,0.015346301,0.745931511,0.238722188,0,21,2,0,91.30434783,8.695652174,Neutral,Neutral,Neutral,0.005883081,0.714492449,0.279624469,0,20,3,0,86.95652174,13.04347826
Minnesota,House,Betty McCollum,https://en.wikipedia.org/wiki/Betty_McCollum,Democratic,"July 12, 1954 (age 71)",25,7975,Neutral,Neutral,Neutral,0.215684839,0.53100871,0.253306451,4,26,4,11.76470588,76.47058824,11.76470588,Neutral,Neutral,Neutral,0.115112401,0.658922901,0.225964684,3,28,3,8.823529412,82.35294118,8.823529412,Neutral,Neutral,Neutral,0.113089526,0.616917109,0.269993374,4,25,5,11.76470588,73.52941176,14.70588235
Minnesota,House,Ilhan Omar,https://en.wikipedia.org/wiki/Ilhan_Omar,Democratic,"October 4, 1982 (age 42)",7,44828,Negative,Negative,Negative,0.475836423,0.394536244,0.129627336,42,40,6,47.72727273,45.45454545,6.818181818,Neutral,Neutral,Neutral,0.37843183,0.55052079,0.071047379,30,52,6,34.09090909,59.09090909,6.818181818,Neutral,Neutral,Neutral,0.348816106,0.569227615,0.081956269,27,54,7,30.68181818,61.36363636,7.954545455
Minnesota,House,Tom Emmer,https://en.wikipedia.org/wiki/Tom_Emmer,Republican,"March 3, 1961 (age 64)",11,20022,Neutral,Neutral,Neutral,0.287527974,0.540812734,0.171659282,14,47,4,21.53846154,72.30769231,6.153846154,Neutral,Neutral,Neutral,0.184990143,0.703083105,0.111926752,9,54,2,13.84615385,83.07692308,3.076923077,Neutral,Neutral,Neutral,0.16085365,0.706506044,0.132640315,9,52,4,13.84615385,80,6.153846154
Minnesota,House,Michelle Fischbach,https://en.wikipedia.org/wiki/Michelle_Fischbach,Republican,"November 3, 1965 (age 59)",5,8954,Neutral,Neutral,Neutral,0.251892549,0.595818837,0.152288611,3,29,3,8.571428571,82.85714286,8.571428571,Neutral,Neutral,Neutral,0.117603588,0.758063194,0.12433322,3,30,2,8.571428571,85.71428571,5.714285714,Neutral,Neutral,Neutral,0.062683029,0.74014233,0.197174656,0,30,5,0,85.71428571,14.28571429
Minnesota,House,Pete Stauber,https://en.wikipedia.org/wiki/Pete_Stauber,Republican,"May 10, 1966 (age 59)",7,9743,Neutral,Neutral,Neutral,0.28903219,0.596009843,0.114957985,6,24,1,19.35483871,77.41935484,3.225806452,Neutral,Neutral,Neutral,0.056742789,0.758570194,0.184687029,1,28,2,3.225806452,90.32258065,6.451612903,Neutral,Neutral,Neutral,0.058274796,0.773942339,0.167782873,2,27,2,6.451612903,87.09677419,6.451612903
Mississippi,House,Trent Kelly,https://en.wikipedia.org/wiki/Trent_Kelly,Republican,"March 1, 1966 (age 59)",10,6091,Neutral,Neutral,Neutral,0.232461628,0.630805823,0.136732534,2,21,0,8.695652174,91.30434783,0,Neutral,Neutral,Neutral,0.096449767,0.829696951,0.073853271,1,22,0,4.347826087,95.65217391,0,Neutral,Neutral,Neutral,0.057509988,0.861449131,0.081040876,1,21,1,4.347826087,91.30434783,4.347826087
Mississippi,House,Bennie Thompson,https://en.wikipedia.org/wiki/Bennie_Thompson,Democratic,"January 28, 1948 (age 77)",32,14622,Neutral,Neutral,Neutral,0.296951422,0.55611176,0.146936831,6,34,0,15,85,0,Neutral,Neutral,Neutral,0.123382596,0.750005446,0.126611979,1,36,3,2.5,90,7.5,Neutral,Neutral,Neutral,0.063752198,0.797443958,0.138803828,2,35,3,5,87.5,7.5
Mississippi,House,Michael Guest,https://en.wikipedia.org/wiki/Michael_Guest_(politician),Republican,"February 4, 1970 (age 55)",7,3946,Neutral,Neutral,Neutral,0.260073426,0.642864892,0.097061672,2,17,1,10,85,5,Neutral,Neutral,Neutral,0.189874422,0.730338842,0.079786732,3,16,1,15,80,5,Neutral,Neutral,Neutral,0.145079055,0.781126431,0.073794507,1,17,2,5,85,10
Mississippi,House,Mike Ezell,https://en.wikipedia.org/wiki/Mike_Ezell,Republican,"April 6, 1959 (age 66)",3,6447,Neutral,Neutral,Neutral,0.295404684,0.589773351,0.114821952,3,20,1,12.5,83.33333333,4.166666667,Neutral,Neutral,Neutral,0.067611253,0.777103109,0.155285636,1,22,1,4.166666667,91.66666667,4.166666667,Neutral,Neutral,Neutral,0.091458152,0.772761221,0.135780628,2,21,1,8.333333333,87.5,4.166666667
Missouri,House,Wesley Bell,https://en.wikipedia.org/wiki/Wesley_Bell,Democratic,"November 5, 1974 (age 50)",1,12723,Neutral,Neutral,Neutral,0.381241176,0.467077043,0.151681782,10,22,3,28.57142857,62.85714286,8.571428571,Neutral,Neutral,Neutral,0.232044075,0.675798328,0.092157593,7,28,0,20,80,0,Neutral,Neutral,Neutral,0.16399529,0.73364392,0.102360802,5,27,3,14.28571429,77.14285714,8.571428571
Missouri,House,Ann Wagner,https://en.wikipedia.org/wiki/Ann_Wagner,Republican,"September 13, 1962 (age 63)",13,9297,Neutral,Neutral,Neutral,0.222764228,0.570529363,0.206706413,3,30,2,8.571428571,85.71428571,5.714285714,Neutral,Neutral,Neutral,0.140023269,0.681271105,0.178705623,4,29,2,11.42857143,82.85714286,5.714285714,Neutral,Neutral,Neutral,0.111116689,0.636320916,0.252562394,1,29,5,2.857142857,82.85714286,14.28571429
Missouri,House,Bob Onder,https://en.wikipedia.org/wiki/Bob_Onder,Republican,"January 6, 1962 (age 63)",1,10979,Neutral,Neutral,Neutral,0.272848595,0.537850757,0.189300667,6,33,12,11.76470588,64.70588235,23.52941176,Neutral,Neutral,Neutral,0.157061754,0.718862478,0.124075773,4,44,3,7.843137255,86.2745098,5.882352941,Neutral,Neutral,Neutral,0.108045108,0.724687432,0.167267468,2,42,7,3.921568627,82.35294118,13.7254902
Missouri,House,Mark Alford,https://en.wikipedia.org/wiki/Mark_Alford_(politician),Republican,"October 4, 1963 (age 61)",3,2546,Neutral,Neutral,Neutral,0.129919703,0.72215714,0.147923161,0,18,0,0,100,0,Neutral,Neutral,Neutral,0.057220366,0.832085178,0.110694433,1,16,1,5.555555556,88.88888889,5.555555556,Neutral,Neutral,Neutral,0.03030034,0.881564317,0.088135341,0,18,0,0,100,0
